region,date,temperature_max,precipitation_sum,windspeed_max
West,2026-07-17,33.6,0.0,11.8
West,2026-07-18,32.1,0.0,12.3
West,2026-07-19,33.9,0.0,13.2
West,2026-07-20,34.3,0.0,13.5
West,2026-07-21,32.6,0.0,14.5
West,2026-07-22,31.2,0.0,13.9
West,2026-07-23,34.7,0.0,13.7
West,2026-07-24,34.7,0.0,11.5
West,2026-07-25,35.6,0.0,11.8
West,2026-07-26,34.5,0.0,12.0
West,2026-07-27,33.9,0.0,13.3
West,2026-07-28,33.0,0.0,13.4
West,2026-07-29,32.2,0.0,13.0
West,2026-07-30,33.3,0.0,14.3
West,2026-07-31,34.9,0.0,13.8
West,2026-08-01,35.4,0.0,11.3
West,2026-08-02,34.3,0.0,11.0
West,2026-08-03,33.1,0.0,11.5
West,2026-08-04,31.4,0.0,11.4
West,2026-08-05,31.0,0.0,12.1
West,2026-08-06,32.7,0.0,12.7
West,2026-08-07,34.6,0.0,12.1
West,2026-08-08,35.2,0.0,13.0
West,2026-08-09,35.4,0.0,11.8
West,2026-08-10,34.3,0.0,12.9
West,2026-08-11,33.0,0.0,14.8
West,2026-08-12,31.5,0.0,14.8
West,2026-08-13,29.8,0.0,13.0
West,2026-08-14,29.0,0.0,13.0
West,2026-08-15,29.8,0.0,13.4
West,2026-08-16,31.7,0.0,13.8
West,2026-08-17,33.5,0.0,13.2
West,2026-08-18,34.6,0.0,12.8
West,2026-08-19,36.1,0.0,12.9
West,2026-08-20,35.0,0.0,11.0
West,2026-08-21,36.5,0.0,12.6
West,2026-08-22,36.3,0.0,11.5
West,2026-08-23,38.8,0.0,12.5
West,2026-08-24,38.0,0.0,11.8
West,2026-08-25,37.2,0.0,11.4
West,2026-08-26,37.9,0.0,12.2
West,2026-08-27,37.5,0.2,12.4
West,2026-08-28,37.7,0.0,14.0
West,2026-08-29,36.2,0.0,12.2
West,2026-08-30,34.4,0.0,12.6
West,2026-08-31,32.0,0.0,12.5
West,2026-09-01,29.7,0.0,12.6
West,2026-09-02,29.6,0.0,12.2
West,2026-09-03,28.3,0.0,12.2
West,2026-09-04,29.5,0.0,10.7
West,2026-09-05,33.5,0.0,11.0
West,2026-09-06,31.9,41.0,10.8
West,2026-09-07,31.7,13.9,8.2
West,2026-09-08,32.1,3.8,16.6
West,2026-09-09,40.5,0.0,15.9
West,2026-09-10,37.9,0.0,13.1
Central,2026-03-15,16.5,19.6,30.7
Central,2026-03-16,3.1,27.3,34.1
Central,2026-03-17,-3.8,0.0,25.8
Central,2026-03-18,6.4,0.8,17.5
Central,2026-03-19,10.8,2.3,12.1
Central,2026-03-20,19.1,0.0,17.7
Central,2026-03-21,20.0,0.0,18.0
Central,2026-03-22,19.4,1.7,33.4
Central,2026-03-23,2.6,0.2,30.5
Central,2026-03-24,8.8,0.0,10.1
Central,2026-03-25,20.1,0.0,19.0
Central,2026-03-26,19.8,5.5,23.2
Central,2026-03-27,4.4,0.1,30.2
Central,2026-03-28,8.0,0.0,13.5
Central,2026-03-29,16.3,0.0,17.6
Central,2026-03-30,27.1,0.0,22.5
Central,2026-03-31,23.8,9.1,28.3
Central,2026-04-01,4.7,0.5,24.7
Central,2026-04-02,20.0,24.2,26.7
Central,2026-04-03,18.0,2.3,32.3
Central,2026-04-04,15.6,12.5,25.1
Central,2026-04-05,10.7,0.0,24.8
Central,2026-04-06,9.9,4.2,20.6
Central,2026-04-07,7.9,0.1,19.2
Central,2026-04-08,18.4,0.1,21.2
Central,2026-04-09,20.2,3.6,26.0
Central,2026-04-10,15.8,5.6,13.8
Central,2026-04-11,9.9,0.0,9.1
Central,2026-04-12,24.9,0.2,24.4
Central,2026-04-13,24.2,4.7,26.0
Central,2026-04-14,26.9,0.1,25.0
Central,2026-04-15,21.2,11.9,24.9
Central,2026-04-16,20.7,25.9,19.9
Central,2026-04-17,25.6,0.0,21.0
Central,2026-04-18,20.0,27.5,26.6
Central,2026-04-19,9.4,3.4,24.2
Central,2026-04-20,10.4,0.1,11.8
Central,2026-04-21,23.3,1.3,20.2
Central,2026-04-22,19.3,0.0,14.4
Central,2026-04-23,25.8,0.0,16.3
Central,2026-04-24,23.3,1.3,19.3
Central,2026-04-25,17.9,0.0,18.8
Central,2026-04-26,13.3,0.0,12.2
Central,2026-04-27,18.7,18.0,30.0
Central,2026-04-28,18.8,8.6,22.7
Central,2026-04-29,15.3,3.7,17.6
Central,2026-04-30,11.1,2.3,14.0
Central,2026-05-01,7.8,3.7,12.6
Central,2026-05-02,11.5,0.4,11.0
Central,2026-05-03,17.9,0.3,20.6
Central,2026-05-04,25.0,1.0,20.3
Central,2026-05-05,18.8,1.5,21.3
Central,2026-05-06,14.1,0.0,20.7
Central,2026-05-07,15.5,0.9,21.5
Central,2026-05-08,16.3,0.2,13.8
Central,2026-05-09,23.9,0.3,23.2
Central,2026-05-10,15.5,0.0,14.2
Central,2026-05-11,14.2,0.0,18.6
Central,2026-05-12,23.5,1.3,21.2
Central,2026-05-13,20.5,0.2,23.7
Central,2026-05-14,16.6,0.0,12.7
Central,2026-05-15,22.8,0.8,21.1
Central,2026-05-16,28.5,3.3,19.5
Central,2026-05-17,30.3,0.2,26.0
Central,2026-05-18,28.6,3.6,24.7
Central,2026-05-19,26.6,0.8,24.5
Central,2026-05-20,20.9,0.0,19.7
Central,2026-05-21,13.5,0.4,19.1
Central,2026-05-22,16.6,0.0,16.9
Central,2026-05-23,17.3,0.0,21.3
Central,2026-05-24,20.0,16.3,11.8
Central,2026-05-25,25.6,0.0,17.3
Central,2026-05-26,26.3,0.0,13.1
Central,2026-05-27,26.0,0.0,12.3
Central,2026-05-28,20.4,0.0,15.9
Central,2026-05-29,25.7,0.0,13.7
Central,2026-05-30,23.4,0.0,17.3
Central,2026-05-31,19.9,0.0,16.3
Central,2026-06-01,19.2,0.1,10.8
Central,2026-06-02,20.8,0.0,13.4
Central,2026-06-03,24.8,0.0,15.5
Central,2026-06-04,30.1,0.0,19.2
Central,2026-06-05,29.8,12.4,18.4
Central,2026-06-06,26.7,6.8,19.8
Central,2026-06-07,23.3,0.0,14.0
Central,2026-06-08,26.3,15.6,16.4
Central,2026-06-09,29.9,13.5,14.3
Central,2026-06-10,30.8,5.5,26.6
Central,2026-06-11,27.6,17.5,23.1
Central,2026-06-12,26.0,8.0,31.5
Central,2026-06-13,27.9,1.2,21.9
Central,2026-06-14,25.5,13.7,23.3
Central,2026-06-15,23.5,0.0,14.7
Central,2026-06-16,22.7,2.5,22.9
Central,2026-06-17,21.0,15.7,37.8
Central,2026-06-18,21.3,0.4,21.8
Central,2026-06-19,23.8,0.0,10.9
Central,2026-06-20,24.8,0.3,15.6
Central,2026-06-21,23.0,20.4,18.5
Central,2026-06-22,19.0,12.5,23.9
Central,2026-06-23,19.7,0.0,12.2
Central,2026-06-24,21.7,24.9,12.0
Central,2026-06-25,24.4,2.5,12.2
Central,2026-06-26,23.0,1.8,12.5
Central,2026-06-27,22.0,0.0,13.1
Central,2026-06-28,25.3,0.0,14.6
Central,2026-06-29,33.2,6.1,20.1
Central,2026-06-30,34.4,0.0,25.8
Central,2026-07-01,35.8,0.3,24.5
Central,2026-07-02,34.1,4.1,20.7
Central,2026-07-03,32.7,8.0,17.4
Central,2026-07-04,27.9,17.1,13.8
Central,2026-07-05,22.7,5.3,15.8
Central,2026-07-06,23.6,0.2,15.4
Central,2026-07-07,26.4,0.0,12.4
Central,2026-07-08,31.5,0.0,10.6
Central,2026-07-09,30.1,3.4,12.7
Central,2026-07-10,26.5,1.1,13.4
Central,2026-07-11,25.0,0.0,15.4
Central,2026-07-12,27.6,0.0,12.7
Central,2026-07-13,30.8,0.0,10.3
Central,2026-07-14,33.0,0.0,11.1
Central,2026-07-15,32.6,0.0,11.6
Central,2026-07-16,31.2,0.0,12.3
Central,2026-07-17,31.5,18.8,12.7
Central,2026-07-18,30.9,8.6,17.3
Central,2026-07-19,25.0,0.0,16.3
Central,2026-07-20,27.1,0.2,17.3
Central,2026-07-21,29.2,2.0,21.3
Central,2026-07-22,24.3,5.4,20.4
Central,2026-07-23,23.5,0.0,13.4
Central,2026-07-24,25.0,0.0,9.4
Central,2026-07-25,26.4,0.0,13.0
Central,2026-07-26,30.8,0.0,11.8
Central,2026-07-27,28.3,18.1,24.5
Central,2026-07-28,25.0,1.3,20.8
Central,2026-07-29,24.1,0.0,16.3
Central,2026-07-30,29.0,0.0,9.3
Central,2026-07-31,28.0,4.7,16.8
Central,2026-08-01,22.1,82.5,27.9
Central,2026-08-02,22.0,3.5,24.5
Central,2026-08-03,25.7,0.0,15.5
Central,2026-08-04,28.7,0.0,12.1
Central,2026-08-05,28.8,8.5,15.9
Central,2026-08-06,25.9,5.0,8.7
Central,2026-08-07,28.3,1.0,10.1
Central,2026-08-08,27.1,0.1,11.6
Central,2026-08-09,25.6,15.9,14.1
Central,2026-08-10,28.9,20.5,21.6
Central,2026-08-11,26.2,19.4,22.1
Central,2026-08-12,28.1,3.9,19.6
Central,2026-08-13,27.5,10.0,15.5
Central,2026-08-14,25.3,8.5,12.0
Central,2026-08-15,27.5,13.2,13.0
Central,2026-08-16,29.6,11.5,13.3
Central,2026-08-17,27.6,3.4,13.7
Central,2026-08-18,26.9,1.7,14.3
Central,2026-08-19,24.8,7.9,14.1
Central,2026-08-20,23.8,0.0,13.7
Central,2026-08-21,26.0,0.0,15.7
Central,2026-08-22,26.2,1.3,18.8
Central,2026-08-23,23.8,0.3,18.6
Central,2026-08-24,23.8,0.0,11.0
Central,2026-08-25,24.8,0.0,9.6
Central,2026-08-26,28.3,2.6,14.2
Central,2026-08-27,25.1,0.7,9.1
Central,2026-08-28,26.0,0.4,10.1
Central,2026-08-29,27.2,0.0,13.9
Central,2026-08-30,27.1,9.0,21.6
Central,2026-08-31,30.0,10.8,19.2
Central,2026-09-01,32.4,0.0,15.2
Central,2026-09-02,34.2,0.2,14.1
Central,2026-09-03,29.7,11.2,15.8
Central,2026-09-04,31.2,5.4,16.2
Central,2026-09-05,25.6,4.1,15.4
Central,2026-09-06,23.7,0.3,16.9
Central,2026-09-07,24.8,0.0,14.3
Central,2026-09-08,26.9,0.0,13.8
Central,2026-09-09,25.8,15.3,15.7
Central,2026-09-10,24.2,0.0,11.0
